ID,People,Country,Language,Religion,Indigenous,10/40 Window,PeopleID3,Rog3,Frontier,PopulationRange,% Adherents Source,% Christian Adherents ,Population,Workers Needed
22303PK,Rajput Gahlot (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,22303,PK,Y,1,0.00%,0.00%,10000,1
21535PK,Sangtarash (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,21535,PK,Y,1,0.00%,0.00%,12000,1
21807PK,Rajput Sakarwar (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,21807,PK,Y,1,0.00%,0.00%,12000,1
17759PK,Nanbai,Pakistan,Sindhi,Islam,Yes,Yes,17759,PK,Y,1,0.00%,0.00%,13000,1
17691PK,Tawaif (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,17691,PK,Y,1,0.00%,0.00%,14000,1
17687PK,Taga (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,17687,PK,Y,1,0.00%,0.00%,16000,1
18140PK,Sindhi (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,18140,PK,Y,1,0.00%,0.00%,17000,1
20233PK,Rajput Bhale Sultan (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,20233,PK,Y,1,0.00%,0.00%,18000,1
17551PK,Halwai (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,17551,PK,Y,1,0.00%,0.00%,20000,1
22302PK,Rajput Dehia,Pakistan,Sindhi,Islam,Yes,Yes,22302,PK,Y,1,0.00%,0.00%,21000,1
21490PK,Rajput Bargujar (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,21490,PK,Y,1,0.00%,0.00%,22000,1
19451PK,Koli of Sind (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,19451,PK,Y,1,0.00%,0.00%,24000,1
22300PK,Rajput Bachhal (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,22300,PK,Y,1,0.00%,0.00%,24000,1
17328PK,Rayeen (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,17328,PK,Y,1,0.00%,0.00%,29000,1
22306PK,Rajput Khanzada,Pakistan,Sindhi,Islam,Yes,Yes,22306,PK,Y,1,0.00%,0.00%,33000,1
19444PK,Gadra,Pakistan,Sindhi,Islam,Yes,Yes,19444,PK,Y,1,0.00%,0.00%,34000,1
20231PK,Rajput Bais (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,20231,PK,Y,1,0.00%,0.00%,42000,1
19436PK,Bishnoi (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,19436,PK,Y,1,0.00%,0.00%,43000,1
17627PK,Murao (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,17627,PK,Y,1,0.00%,0.00%,45000,1
17619PK,Megh (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,17619,PK,Y,1,0.00%,0.00%,46000,1
20241PK,Rajput Pundir (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,20241,PK,Y,1,0.00%,0.00%,49000,1
16407PK,Rahmani (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,16407,PK,Y,1,0.00%,0.00%,50000,1
20409PK,Rajput Khaimkani,Pakistan,Sindhi,Islam,Yes,Yes,20409,PK,Y,1,0.00%,0.00%,55000,1
22104PK,Mugheri,Pakistan,Sindhi,Islam,Yes,Yes,22104,PK,Y,1,0.00%,0.00%,56000,1
16418PK,Bhisti,Pakistan,Sindhi,Islam,Yes,Yes,16418,PK,Y,1,0.00%,0.00%,58000,1
21792PK,Rajput Khokhar,Pakistan,Sindhi,Islam,Yes,Yes,21792,PK,Y,1,0.00%,0.00%,60000,1
17446PK,Manihar,Pakistan,Sindhi,Islam,Yes,Yes,17446,PK,Y,1,0.00%,0.00%,61000,1
22070PK,Jat Ahlawat (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,22070,PK,Y,1,0.00%,0.00%,61000,1
17595PK,Koli (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,17595,PK,Y,1,0.00%,0.00%,67000,1
16400PK,Bhangi (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,16400,PK,Y,1,0.00%,0.00%,70000,1
21141PK,Jat Sangwan,Pakistan,Sindhi,Islam,Yes,Yes,21141,PK,Y,1,0.00%,0.00%,73000,1
16333PK,Badhai (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,16333,PK,Y,1,0.00%,0.00%,74000,1
19486PK,Qalandar,Pakistan,Urdu,Islam,Yes,Yes,19486,PK,Y,1,0.00%,0.00%,500,1
16260PK,Atishbaz,Pakistan,Urdu,Islam,Yes,Yes,16260,PK,Y,1,0.00%,0.00%,1000,1
16289PK,Bahelia (Muslim traditions),Pakistan,Urdu,Islam,Yes,Yes,16289,PK,Y,1,0.00%,0.00%,1100,1
17518PK,Deshwali (Muslim traditions),Pakistan,Urdu,Islam,Yes,Yes,17518,PK,Y,1,0.00%,0.00%,1600,1
17545PK,Goriya (Muslim traditions),Pakistan,Urdu,Islam,Yes,Yes,17545,PK,Y,1,0.00%,0.00%,1800,1
17663PK,Pawaria (Muslim traditions),Pakistan,Urdu,Islam,Yes,Yes,17663,PK,Y,1,0.00%,0.00%,2100,1
17478PK,Bairagi (Muslim traditions),Pakistan,Urdu,Islam,Yes,Yes,17478,PK,Y,1,0.00%,0.00%,3000,1
16494PK,Bohra,Pakistan,Urdu,Islam,Yes,Yes,16494,PK,Y,1,0.00%,0.00%,3700,1
17420PK,Makrani (Muslim traditions),Pakistan,Urdu,Islam,Yes,Yes,17420,PK,Y,1,0.00%,0.00%,70000,1
18693PK,Khik (Wakhi),Pakistan,Wakhi,Islam,Yes,Yes,18693,PK,Y,1,0.00%,0.00%,54000,1
19473PK,Yidghal,Pakistan,Yadgha,Islam,Yes,Yes,19473,PK,Y,1,0.00%,0.00%,7600,1
21997SA,Faifi,Saudi Arabia,Faifi,Islam,Yes,Yes,21997,SA,Y,1,0.00%,0.00%,51000,1
15644SO,Tunni,Somalia,Tunni,Islam,Yes,Yes,15644,SO,Y,1,0.00%,0.00%,34000,1
15658SU,Turum,Sudan,Tagoi,Islam,Yes,Yes,15658,SU,Y,1,0.00%,0.00%,2600,1
15619SU,Tukam,Sudan,Tagoi,Islam,Yes,Yes,15619,SU,Y,1,0.00%,0.00%,5500,1
15496SU,"Tingal, Lajakja",Sudan,Tegali,Islam,Yes,Yes,15496,SU,Y,1,0.00%,0.00%,21000,1
15490SU,"Tima, Lomorik",Sudan,Tima,Islam,Yes,Yes,15490,SU,Y,1,0.00%,0.00%,6700,1
15202TI,"Arab, Tajiki",Tajikistan,"Arabic, Tajiki Spoken",Islam,Yes,Yes,15202,TI,Y,1,0.00%,0.00%,1500,1
20542TI,Ishkashimi,Tajikistan,Ishkashimi,Islam,Yes,Yes,20542,TI,Y,1,0.00%,0.00%,1700,1
21363TI,Lyuli,Tajikistan,Tajik,Islam,Yes,Yes,21363,TI,Y,1,0.00%,0.00%,4700,1
16013TI,Yazgul,Tajikistan,Tajik,Islam,Yes,Yes,16013,TI,Y,1,0.00%,0.00%,11000,1
15940TI,Yagnob,Tajikistan,Tajik,Islam,Yes,Yes,15940,TI,Y,1,0.00%,0.00%,30000,1
21652TI,Ghami,Tajikistan,Tajik,Islam,Yes,Yes,21652,TI,Y,1,0.00%,0.00%,31000,1
15654TI,Turkmen,Tajikistan,Turkmen,Islam,Yes,Yes,15654,TI,Y,1,0.00%,0.00%,19000,1
18693TI,Khik (Wakhi),Tajikistan,Wakhi,Islam,Yes,Yes,18693,TI,Y,1,0.00%,0.00%,20000,1
20967TS,"Amazigh, Siliana",Tunisia,"Arabic, Tunisian Spoken",Islam,Yes,Yes,20967,TS,Y,1,0.00%,0.00%,800,1
20966TS,"Amazigh, Zaghouan",Tunisia,"Arabic, Tunisian Spoken",Islam,Yes,Yes,20966,TS,Y,1,0.00%,0.00%,4000,1
20968TS,"Amazigh, Gafsa",Tunisia,"Arabic, Tunisian Spoken",Islam,Yes,Yes,20968,TS,Y,1,0.00%,0.00%,8400,1
20965TS,"Amazigh, Tataouine",Tunisia,Nafusi,Islam,Yes,Yes,20965,TS,Y,1,0.00%,0.00%,4600,1
20455TU,Yazidi,Turkey,"Kurdish, Northern",Islam,Yes,Yes,20455,TU,Y,1,0.00%,0.00%,2800,1
14909TU,Shikaki,Turkey,"Kurdish, Northern",Islam,Yes,Yes,14909,TU,Y,1,0.00%,0.00%,26000,1
19766TU,"Gajal, Gadzhal",Turkey,Turkish,Islam,Yes,Yes,19766,TU,Y,1,0.00%,0.00%,18000,1
18997TU,Hemshin,Turkey,Turkish,Islam,Yes,Yes,18997,TU,Y,1,0.00%,0.00%,23000,1
20631TU,"Turk, Meskhetian",Turkey,Turkish,Islam,Yes,Yes,20631,TU,Y,1,0.00%,0.00%,23000,1
15199WI,Tajakant,Western Sahara,Hassaniyya,Islam,Yes,Yes,15199,WI,Y,1,0.00%,0.00%,6000,1
18371WI,Imragen,Western Sahara,Hassaniyya,Islam,Yes,Yes,18371,WI,Y,1,0.00%,0.00%,24000,1
19007WI,Deaf,Western Sahara,Language unknown,Islam,Yes,Yes,19007,WI,Y,1,0.00%,0.00%,6100,1
20969YM,Razihi,Yemen,Razihi,Islam,Yes,Yes,20969,YM,Y,1,0.00%,0.00%,72000,1
15220AJ,Talysh,Azerbaijan,Talysh,Islam,Yes,Yes,15220,AJ,Y,1,0.00%,0.00%,76000,2
17060BG,Kalu,Bangladesh,Bengali,Islam,Yes,Yes,17060,BG,Y,1,0.00%,0.00%,90000,2
17688BG,Tamboli (Muslim traditions),Bangladesh,Bengali,Islam,Yes,Yes,17688,BG,Y,1,0.00%,0.00%,99000,2
20630BG,Rohingya Zerbadi,Bangladesh,Rohingya,Islam,Yes,Yes,20630,BG,Y,1,0.00%,0.00%,76000,2
15316CD,"Tubu, Teda",Chad,Tedaga,Islam,Yes,Yes,15316,CD,Y,1,0.00%,0.00%,90000,2
21769IN,Mansoori,India,Gujarati,Islam,Yes,Yes,21769,IN,Y,1,0.00%,0.00%,89000,2
17643IN,Molesalam,India,Gujarati,Islam,Yes,Yes,17643,IN,Y,1,0.00%,0.00%,91000,2
18165IN,Sindhi Samon,India,Sindhi,Islam,Yes,Yes,18165,IN,Y,1,0.00%,0.00%,91000,2
17504IN,Chhipa (Muslim traditions),India,Urdu,Islam,Yes,Yes,17504,IN,Y,1,0.00%,0.00%,83000,2
17579IN,Kahar (Muslim traditions),India,Urdu,Islam,Yes,Yes,17579,IN,Y,1,0.00%,0.00%,83000,2
16762IN,Faqir,India,Urdu,Islam,Yes,Yes,16762,IN,Y,1,0.00%,0.00%,90000,2
20231IN,Rajput Bais (Muslim traditions),India,Urdu,Islam,Yes,Yes,20231,IN,Y,1,0.00%,0.00%,98000,2
20252PK,Baloch Laghari,Pakistan,"Balochi, Eastern",Islam,Yes,Yes,20252,PK,Y,1,0.00%,0.00%,94000,2
20249PK,Baloch Korai,Pakistan,"Balochi, Eastern",Islam,Yes,Yes,20249,PK,Y,1,0.00%,0.00%,96000,2
20258PK,Baloch Rais,Pakistan,"Balochi, Southern",Islam,Yes,Yes,20258,PK,Y,1,0.00%,0.00%,87000,2
22060PK,Baloch Shambhani,Pakistan,"Balochi, Southern",Islam,Yes,Yes,22060,PK,Y,1,0.00%,0.00%,90000,2
19457PK,Nakib,Pakistan,"Balochi, Southern",Islam,Yes,Yes,19457,PK,Y,1,0.00%,0.00%,92000,2
20228PK,Rajput Awan,Pakistan,Pahari-Potwari,Islam,Yes,Yes,20228,PK,Y,1,0.00%,0.00%,78000,2
16279PK,Bafinda,Pakistan,Pahari-Potwari,Islam,Yes,Yes,16279,PK,Y,1,0.00%,0.00%,85000,2
22122PK,Pashtun Asherzai,Pakistan,"Pashto, Northern",Islam,Yes,Yes,22122,PK,Y,1,0.00%,0.00%,82000,2
22170PK,Pashtun Hanbhi,Pakistan,"Pashto, Northern",Islam,Yes,Yes,22170,PK,Y,1,0.00%,0.00%,83000,2
22237PK,Pashtun Musa Khel,Pakistan,"Pashto, Northern",Islam,Yes,Yes,22237,PK,Y,1,0.00%,0.00%,89000,2
22117PK,Pashtun Ali Khel,Pakistan,"Pashto, Northern",Islam,Yes,Yes,22117,PK,Y,1,0.00%,0.00%,91000,2
22239PK,Pashtun Nasezai,Pakistan,"Pashto, Northern",Islam,Yes,Yes,22239,PK,Y,1,0.00%,0.00%,93000,2
22115PK,Pashtun Akazai,Pakistan,"Pashto, Northern",Islam,Yes,Yes,22115,PK,Y,1,0.00%,0.00%,98000,2
22169PK,Pashtun Halimzai (Mohmand),Pakistan,"Pashto, Northern",Islam,Yes,Yes,22169,PK,Y,1,0.00%,0.00%,99000,2
19477PK,Ahmadi,Pakistan,"Punjabi, Western",Islam,Yes,Yes,19477,PK,Y,1,0.00%,0.00%,76000,2
19871PK,Jat Goraia (Muslim traditions),Pakistan,"Punjabi, Western",Islam,Yes,Yes,19871,PK,Y,1,0.00%,0.00%,76000,2
21496PK,Rajput Manihas (Muslim traditions),Pakistan,"Punjabi, Western",Islam,Yes,Yes,21496,PK,Y,1,0.00%,0.00%,78000,2
20041PK,Jat Sipra (Muslim traditions),Pakistan,"Punjabi, Western",Islam,Yes,Yes,20041,PK,Y,1,0.00%,0.00%,88000,2
19448PK,Khattar,Pakistan,"Punjabi, Western",Islam,Yes,Yes,19448,PK,Y,1,0.00%,0.00%,93000,2
20038PK,Jat Hinjra,Pakistan,"Punjabi, Western",Islam,Yes,Yes,20038,PK,Y,1,0.00%,0.00%,97000,2
20272PK,Rajput Alpial,Pakistan,"Punjabi, Western",Islam,Yes,Yes,20272,PK,Y,1,0.00%,0.00%,99000,2
21740PK,Jat Khaira,Pakistan,Saraiki,Islam,Yes,Yes,21740,PK,Y,1,0.00%,0.00%,80000,2
22162PK,Pashtun Ghauri,Pakistan,Saraiki,Islam,Yes,Yes,22162,PK,Y,1,0.00%,0.00%,81000,2
20353PK,Jat Langrial,Pakistan,Saraiki,Islam,Yes,Yes,20353,PK,Y,1,0.00%,0.00%,86000,2
22091PK,Jat Mohana,Pakistan,Saraiki,Islam,Yes,Yes,22091,PK,Y,1,0.00%,0.00%,88000,2
22307PK,Rajput Khoja,Pakistan,Saraiki,Islam,Yes,Yes,22307,PK,Y,1,0.00%,0.00%,89000,2
21741PK,Jat Khakhi,Pakistan,Saraiki,Islam,Yes,Yes,21741,PK,Y,1,0.00%,0.00%,91000,2
19440PK,Daudpotra,Pakistan,Saraiki,Islam,Yes,Yes,19440,PK,Y,1,0.00%,0.00%,98000,2
21724PK,Jat Barh (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,21724,PK,Y,1,0.00%,0.00%,78000,2
21729PK,Jat Dalal (Muslim traditions),Pakistan,Sindhi,Islam,Yes,Yes,21729,PK,Y,1,0.00%,0.00%,89000,2
17482PK,Banjara (Muslim traditions),Pakistan,Urdu,Islam,Yes,Yes,17482,PK,Y,1,0.00%,0.00%,81000,2
19487SU,Manasir,Sudan,"Arabic, Sudanese Spoken",Islam,Yes,Yes,19487,SU,Y,1,0.00%,0.00%,75000,2
19488SU,Rubatab,Sudan,"Arabic, Sudanese Spoken",Islam,Yes,Yes,19488,SU,Y,1,0.00%,0.00%,75000,2
15221SU,Tama,Sudan,Tama,Islam,Yes,Yes,15221,SU,Y,1,0.00%,0.00%,80000,2
15530SU,Togole,Sudan,Tegali,Islam,Yes,Yes,15530,SU,Y,1,0.00%,0.00%,90000,2
14921TI,"Shughni, Shugnan-Rushan",Tajikistan,Shughni,Islam,Yes,Yes,14921,TI,Y,1,0.00%,0.00%,88000,2
15679CD,Ubi,Chad,Ubi,Islam,Yes,Yes,15679,CD,Y,1,0.10%,0.00%,7200,1
17356IN,Lakshadweep,India,Malayalam,Islam,Yes,Yes,17356,IN,Y,1,0.40%,0.00%,62000,1
14938AG,"Bedouin, Sidi",Algeria,"Arabic, Algerian Saharan Spoken",Islam,Yes,Yes,14938,AG,Y,1,0.90%,0.01%,20000,1
15609AG,"Berber, Taznatit",Algeria,Taznatit,Islam,Yes,Yes,15609,AG,Y,1,0.90%,0.01%,12000,1
15129CD,Surbakhal,Chad,Surbakhal,Islam,Yes,Yes,15129,CD,Y,1,0.90%,0.01%,19000,1
18692CH,"Tajik, Sarikoli",China,Sarikoli,Islam,Yes,Yes,18692,CH,Y,1,0.90%,0.01%,45000,1
15226AG,"Tuareg, Algerian",Algeria,"Arabic, Algerian Saharan Spoken",Islam,Yes,Yes,15226,AG,Y,1,0.90%,0.01%,75000,2
18274AL,Turk,Albania,Turkish,Islam,Yes,Yes,18274,AL,Y,1,1.00%,0.01%,1700,1
15705ID,Ulumanda,Indonesia,Ulumanda',Islam,Yes,Yes,15705,ID,Y,1,1.90%,0.02%,21000,1
15125CD,"Sungor, Asungor",Chad,Assangori,Islam,Yes,Yes,15125,CD,Y,1,2.00%,0.02%,74000,1
15884GV,Wassulu,Guinea,"Maninkakan, Eastern",Islam,Yes,Yes,15884,GV,Y,1,2.00%,0.02%,84000,2
22214PK,Pashtun Ludan,Pakistan,"Punjabi, Western",Islam,Yes,Yes,22214,PK,Y,1,2.60%,0.03%,62000,1
15447ID,Ternate,Indonesia,Ternate,Islam,Yes,Yes,15447,ID,Y,1,2.70%,0.03%,69000,1
17549AF,Gujar (Muslim traditions),Afghanistan,Gujari,Islam,Yes,Yes,17549,AF,Y,1,2.90%,0.03%,19000,1
15473AG,"Berber, Tidikelt Tamzight",Algeria,"Arabic, Algerian Spoken",Islam,Yes,Yes,15473,AG,Y,1,2.90%,0.03%,1100,1
14978CD,"Bedouin, Soliman",Chad,"Arabic, Algerian Saharan Spoken",Islam,Yes,Yes,14978,CD,Y,1,2.90%,0.03%,40000,1
16122GV,"Manya, Mandingo",Guinea,Manya,Islam,Yes,Yes,16122,GV,Y,1,2.90%,0.03%,85000,2
18816CD,Disa,Chad,Disa,Islam,Yes,Yes,18816,CD,Y,1,3.00%,0.03%,5800,1
21466ID,Pakpak Boang,Indonesia,Batak Dairi,Islam,Yes,Yes,21466,ID,Y,1,3.80%,0.04%,21000,1
15572AG,"Berber, Tougourt",Algeria,"Arabic, Algerian Spoken",Islam,Yes,Yes,15572,AG,Y,1,5.00%,0.05%,8300,1
18364AG,Ouargla,Algeria,Tagargrent,Islam,Yes,Yes,18364,AG,Y,1,5.00%,0.05%,23000,1
15567CD,Torom,Chad,Toram,Islam,Yes,Yes,15567,CD,Y,1,5.00%,0.05%,22000,1
20525EG,"Nubian, Kunuz",Egypt,Mattokki,Islam,Yes,Yes,20525,EG,Y,1,5.00%,0.05%,55000,1
21827NI,Eggan,Nigeria,Nupe-Nupe-Tako,Islam,Yes,Yes,21827,NI,Y,1,5.00%,0.05%,21000,1
16524IN,Broq-Pa,India,Brokskat,Islam,Yes,Yes,16524,IN,Y,1,5.10%,0.05%,49000,1
15542ID,Toli-Toli,Indonesia,Totoli,Islam,Yes,Yes,15542,ID,Y,1,5.60%,0.06%,24000,1
20542AF,Ishkashimi,Afghanistan,Ishkashimi,Islam,Yes,Yes,20542,AF,Y,1,6.00%,0.06%,3200,1
20287ID,Lampung Way Kanan,Indonesia,Lampung Api,Islam,Yes,Yes,20287,ID,Y,1,6.90%,0.07%,46000,1
16313IN,Balti,India,Balti,Islam,Yes,Yes,16313,IN,Y,1,8.20%,0.08%,53000,1
17903IN,Purig-Pa,India,Purig,Islam,Yes,Yes,17903,IN,Y,1,8.60%,0.09%,39000,1
14911AG,"Berber, Southern Shilha",Algeria,Tachelhit,Islam,Yes,Yes,14911,AG,Y,1,9.00%,0.09%,6600,1
20593MO,"Berber, Senhaja",Morocco,Senhaja Berber,Islam,Yes,Yes,20593,MO,Y,1,10.00%,0.10%,55000,1
18387CH,Adu,China,"Chinese, Mandarin",Non-Religious,Yes,Yes,18387,CH,Y,1,0.00%,0.00%,8300,1
18597CH,Ming,China,"Chinese, Mandarin",Non-Religious,Yes,Yes,18597,CH,Y,1,0.00%,0.00%,16000,1
16241BG,Arora (Sikh traditions),Bangladesh,"Punjabi, Western",Other / Small,Yes,Yes,16241,BG,Y,1,0.00%,0.00%,1100,1
18159BG,Rajput (Sikh traditions),Bangladesh,"Punjabi, Western",Other / Small,Yes,Yes,18159,BG,Y,1,0.00%,0.00%,1400,1
18177BG,Tarkhan (Sikh traditions),Bangladesh,"Punjabi, Western",Other / Small,Yes,Yes,18177,BG,Y,1,0.00%,0.00%,1500,1
18777BG,Jat (Sikh traditions),Bangladesh,"Punjabi, Western",Other / Small,Yes,Yes,18777,BG,Y,1,0.00%,0.00%,19000,1
18769IN,Assamese (Sikh traditions),India,Assamese,Other / Small,Yes,Yes,18769,IN,Y,1,0.00%,0.00%,1100,1
17131IN,Kandoi,India,Gujarati,Other / Small,Yes,Yes,17131,IN,Y,1,0.00%,0.00%,2700,1
21680IN,Bania Mewada,India,Gujarati,Other / Small,Yes,Yes,21680,IN,Y,1,0.00%,0.00%,19000,1
17758IN,Nanakshahi,India,Hindi,Other / Small,Yes,Yes,17758,IN,Y,1,0.00%,0.00%,2200,1
18103IN,Sikligar (Sikh traditions),India,Hindi,Other / Small,Yes,Yes,18103,IN,Y,1,0.00%,0.00%,35000,1
20344IN,Bania Saitwal,India,Hindi,Other / Small,Yes,Yes,20344,IN,Y,1,0.00%,0.00%,48000,1
21046IN,Sada,India,Kannada,Other / Small,Yes,Yes,21046,IN,Y,1,0.00%,0.00%,8600,1
21470IN,Bania Pancham,India,Kannada,Other / Small,Yes,Yes,21470,IN,Y,1,0.00%,0.00%,37000,1
18059IN,Basith (Sikh traditions),India,Kashmiri,Other / Small,Yes,Yes,18059,IN,Y,1,0.00%,0.00%,7700,1
20831IN,Bania Chaturth,India,Marathi,Other / Small,Yes,Yes,20831,IN,Y,1,0.00%,0.00%,32000,1
18132IN,Makrani (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18132,IN,Y,1,0.00%,0.00%,300,1
18196IN,Bagdi (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18196,IN,Y,1,0.00%,0.00%,500,1
18135IN,Mochi (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18135,IN,Y,1,0.00%,0.00%,600,1
18057IN,Bhatia (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18057,IN,Y,1,0.00%,0.00%,700,1
17299IN,Khatbune,India,"Punjabi, Eastern",Other / Small,Yes,Yes,17299,IN,Y,1,0.00%,0.00%,1200,1
18175IN,Teli (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18175,IN,Y,1,0.00%,0.00%,1500,1
18055IN,Bhabra (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18055,IN,Y,1,0.00%,0.00%,1700,1
18195IN,Vaddar (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18195,IN,Y,1,0.00%,0.00%,1900,1
20977IN,Nat (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,20977,IN,Y,1,0.00%,0.00%,2100,1
18134IN,Mirasi (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18134,IN,Y,1,0.00%,0.00%,2200,1
18200IN,Zargar (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18200,IN,Y,1,0.00%,0.00%,2500,1
18788IN,Mali (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18788,IN,Y,1,0.00%,0.00%,4600,1
18172IN,Sudh (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18172,IN,Y,1,0.00%,0.00%,5300,1
17936IN,Ramgarhia,India,"Punjabi, Eastern",Other / Small,Yes,Yes,17936,IN,Y,1,0.00%,0.00%,5700,1
18066IN,Dhobi (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18066,IN,Y,1,0.00%,0.00%,9400,1
18067IN,Dom (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18067,IN,Y,1,0.00%,0.00%,13000,1
18133IN,Megh (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18133,IN,Y,1,0.00%,0.00%,17000,1
18158IN,Arain (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18158,IN,Y,1,0.00%,0.00%,19000,1
21730IN,Jat Dehia (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,21730,IN,Y,1,0.00%,0.00%,21000,1
20983IN,Jat Bains (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,20983,IN,Y,1,0.00%,0.00%,22000,1
21812IN,Ravidas Chamar (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,21812,IN,Y,1,0.00%,0.00%,23000,1
20981IN,Jat Randhawa (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,20981,IN,Y,1,0.00%,0.00%,25000,1
21746IN,Jat Mangat (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,21746,IN,Y,1,0.00%,0.00%,26000,1
17002IN,Bhabra (Jain traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,17002,IN,Y,1,0.00%,0.00%,32000,1
18064IN,Darzi (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18064,IN,Y,1,0.00%,0.00%,40000,1
18078IN,Gujar (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18078,IN,Y,1,0.00%,0.00%,46000,1
21638IN,Sirkiband (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,21638,IN,Y,1,0.00%,0.00%,53000,1
20349IN,Jat Bhullar (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,20349,IN,Y,1,0.00%,0.00%,58000,1
18129IN,Lohar (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18129,IN,Y,1,0.00%,0.00%,67000,1
18166IN,Sansi (Sikh traditions),India,"Punjabi, Eastern",Other / Small,Yes,Yes,18166,IN,Y,1,0.00%,0.00%,71000,1
20878IN,Jat Mahil (Sikh traditions),India,"Punjabi, Western",Other / Small,Yes,Yes,20878,IN,Y,1,0.00%,0.00%,21000,1
20978IN,Jat Aulak (Sikh traditions),India,"Punjabi, Western",Other / Small,Yes,Yes,20978,IN,Y,1,0.00%,0.00%,39000,1
20979IN,Jat Dhindsa (Sikh traditions),India,"Punjabi, Western",Other / Small,Yes,Yes,20979,IN,Y,1,0.00%,0.00%,44000,1
16675IR,"Gabri, Dari",Iran,"Dari, Zoroastrian",Other / Small,Yes,Yes,16675,IR,Y,1,0.00%,0.00%,15000,1
20741NP,Chamling,Nepal,Chamling,Other / Small,Yes,Yes,20741,NP,Y,1,0.00%,0.00%,6300,1
20744NP,Khaling,Nepal,Khaling,Other / Small,Yes,Yes,20744,NP,Y,1,0.00%,0.00%,1500,1
20746NP,Mewahang,Nepal,"Mewahang, Eastern",Other / Small,Yes,Yes,20746,NP,Y,1,0.00%,0.00%,3800,1
20747NP,Nachhiring,Nepal,Nachering,Other / Small,Yes,Yes,20747,NP,Y,1,0.00%,0.00%,7300,1
18777NP,Jat (Sikh traditions),Nepal,"Punjabi, Eastern",Other / Small,Yes,Yes,18777,NP,Y,1,0.00%,0.00%,900,1
22267PK,Pashtun Sikh,Pakistan,"Pashto, Central",Other / Small,Yes,Yes,22267,PK,Y,1,0.00%,0.00%,2700,1
18060PK,Chamar (Sikh traditions),Pakistan,"Punjabi, Western",Other / Small,Yes,Yes,18060,PK,Y,1,0.00%,0.00%,700,1
19722IN,Bania Saraogi,India,Hindi,Other / Small,Yes,Yes,19722,IN,Y,1,0.00%,0.00%,76000,2
